card_namber,polnoe_naimenovanie,socrshenoe_naimenovanie,naimenovanie_ur_litca_ip,region,inn,ogrn_ogrnip,adres,telephon,email,dlina_gornolygnoi_trassy,tehnicheskie_haracteristiki,categoriya_trassy,spectialist_po_classificatci,nomer_resheniya_o_prisvoenii_categorii,data_resheniya_o_prisvoenii_categorii,registratcionnyi_nomer_svidetelstva,data_vydachi_svidetelstva,srok_deistviya,acreditovanaya_organizatciya
440000187,"Горнолыжная трасса №1 Центра активного отдыха ""Малиновка"" ООО ""КРУ""",Горнолыжная трасса №1,"ООО ""Корпорация развития Устьян""",Архангельская область,2922009941,1212900003403,"165234, Архангельская область, Устьянский район, дер. Кононовская,  территория центра лыжного спорта ""Малиновка""",+7 931 406 61 63,malinovka-nord@mail.ru,480 м,Угол наклона горнолыжной трассы от 15%  до 25%. Ширина трассы от 40 м до 80 м. Размер выката\t40 м.,синяя,Ефипов Алексей Александрович,248-р/2,29.12.2021,Т/022/128-2021,29.12.2021,28.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000186,Трасса I Горнолыжного курорта ГТЦ ОАО «Газпром» ООО «Свод Интернешнл»,Трасса I,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",8 (862) 2-595-595,info@polyanaski.ru,477 м,Угол наклона горнолыжной трассы 8-9 %. Ширина трассы от 48 до 62 м. Размер выката 60 м.,зеленая,Ефипов Алексей Александрович,110-р/2,15.11.2021,Т/022/039-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000185,Трасса H1 Горнолыжного курорта ГТЦ ОАО «Газпром» ООО «Свод Интернешнл»,Трасса H1,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",8 (862) 2-595-595,info@polyanaski.ru,440 м,Угол наклона горнолыжной трассы 10-15 гр. Ширина трассы от 48 до 60 м. Размер выката 30 м.,синяя,Ефипов Алексей Александрович,109-р/2,15.11.2021,Т/022/038-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000184,Трасса H Горнолыжного курорта ГТЦ ОАО «Газпром» ООО «Свод Интернешнл»,Трасса H,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",8 (862) 2-595-595,info@polyanaski.ru,736 м,Угол наклона горнолыжной трассы 10-15 гр. Ширина трассы от 48 до 62 м. Размер выката 30 м.,синяя,Ефипов Алексей Александрович,108-р/2,15.11.2021,Т/022/037-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000183,Трасса G5 Горнолыжного курорта ГТЦ ОАО «Газпром»,Трасса G5,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",8 (862) 2-595-595,info@polyanaski.ru,156 м,"Угол наклона горнолыжной трассы от 19 % до 21,9%. Ширина трассы от 48 до 62 м. Размер выката 60 м.",красная,Ефипов Алексей Александрович,107-р/2,15.11.2021,Т/022/036-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000181,Трасса G3 Горнолыжного курорта ГТЦ ОАО «Газпром» ООО «Свод Интернешнл»,Трасса G3,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",8 (862) 2-595-595,info@polyanaski.ru,1650 м,Угол наклона горнолыжной трассы от 20 % до 28%. Ширина трассы от 42 до 68 м. Размер выката 60 м.,красная,Ефипов Алексей Александрович,105-р/2,15.11.2021,Т/022/034-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000180,Трасса G2 Горнолыжного курорта ГТЦ ОАО «Газпром» ООО «Свод Интернешнл»,Трасса G2,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",8 (862) 2-595-595,info@polyanaski.ru,703 м,"Угол наклона горнолыжной трассы от 20 % до 34,4%. Ширина трассы от 46 до 68 м. Размер выката 60 м.",красная,Ефипов Алексей Александрович,104-р/2,15.11.2021,Т/022/033-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000179,Трасса G1 Горнолыжного курорта ГТЦ ОАО «Газпром» ООО «Свод Интернешнл»,Трасса G1,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",8 (862) 2-595-595,info@polyanaski.ru,1900 м,Угол наклона горнолыжной трассы от 20 % до 28%. Ширина трассы от 42 до 68 м. Размер выката 60 м.,красная,Ефипов Алексей Александрович,103-р/2,15.11.2021,Т/022/032-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000177,Трасса F7 Горнолыжного курорта ГТЦ ОАО «Газпром» ООО «Свод Интернешнл»,Трасса F7,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",8 (862) 2-595-595,info@polyanaski.ru,450 м,"Угол наклона горнолыжной трассы от 25 % до 40%, имеется отклонение до 73% на отдельном участке протяженностью менее 20% длины трассы, не изменяющее среднее значение уклона трассы. Ширина трассы от 32 до 45 м. Размер выката 60 м.",красная,Ефипов Алексей Александрович,101-р/2,15.11.2021,Т/022/030-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000178,Трасса F8 Горнолыжного курорта ГТЦ ОАО «Газпром» ООО «Свод Интернешнл»,Трасса F8,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",8 (862) 2-595-595,info@polyanaski.ru,980 м,"Угол наклона горнолыжной трассы от 23 % до 40%, меется отклонение до 45% на отдельном участке протяженностью менее 20% длины трассы, не изменяющее среднее значение уклона трассы. Ширина трассы от 32 до 45 м. Размер выката\t60 м.",красная,Ефипов Алексей Александрович,102-р/2,15.11.2021,Т/022/031-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000176,Трасса F6 Горнолыжного курорта ГТЦ ОАО «Газпром» ООО «Свод Интернешнл»,Трасса F6,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",8 (862) 2-595-595,info@polyanaski.ru,753 м,"Угол наклона горнолыжной трассы от 25 % до 40%, имеется отклонение до 73% на отдельном участке протяженностью менее 20% длины трассы, не изменяющее среднее значение уклона трассы. Ширина трассы от 30 до 45 м. Размер выката 60 м.",красная,Ефипов Алексей Александрович,100-р/2,15.11.2021,Т/022/029-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000175,Трасса F4 Горнолыжного курорта ГТЦ ОАО «Газпром» ООО «Свод Интернешнл»,Трасса F4,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",8 (862) 2-595-595,info@polyanaski.ru,600 м,"Угол наклона горнолыжной трассы от 25 % до 40%, имеется отклонение до 67% на отдельном участке протяженностью менее 20% длины трассы, не изменяющее среднее значение уклона трассы. Ширина трассы от 30 до 48 м. Размер выката 35 м.",красная,Ефипов Алексей Александрович,98-р/2,15.11.2021,Т/022/027-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000174,Трасса F2 Горнолыжного курорта ГТЦ ОАО «Газпром» ООО «Свод Интернешнл»,Трасса F2,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",8 (862) 2-595-595,info@polyanaski.ru,350 м,Угол наклона горнолыжной трассы от 35%  до 87%.  Ширина трассы от 40-45 м.  Размер выката 80 м.,черная,Ефипов Алексей Александрович,96-р/2,15.11.2021,Т/022/025-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000173,Трасса F1 Горнолыжного курорта ГТЦ ОАО «Газпром» ООО «Свод Интернешнл»,Трасса F1,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",8 (862) 2-595-595,info@polyanaski.ru,1700 м,Угол наклона горнолыжной трассы от 35%  до 67%. Ширина трассы 40-42 м. Размер выката 80 м.,черная,Ефипов Алексей Александрович,95-р/2,15.11.2021,Т/022/024-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000171,"Горнолыжная трасса ""D"" ГТЦ ПАО «Газпром» ООО «Свод Интернешнл»","Горнолыжная трасса ""D""",Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",8 (862) 2-595-595,info@polyanaski.ru,1292 м,"Ширина - от 30 до 45 м, угол наклона от 20 до 25%, размер выката 30 м.",синяя,Ефипов Алексей Александрович,81-р/2,15.11.2021,Т/022/010-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000169,Трасса B4 Горнолыжного курорта ГТЦ ОАО «Газпром» ООО «Свод Интернешнл»,Трасса B4,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",8 (862) 2-595-595,info@polyanaski.ru,1050 м,"Угол наклона горнолыжной трассы от 20% до 25%, имеется отклонение до 32% на отдельном участке протяженностью менее 20% длины трассы, не изменяющее среднее значение уклона трассы. Ширина трассы от 20 м до 34 м. Размер выката 35 м.",синяя,Ефипов Алексей Александрович,94-р/2,15.11.2021,Т/022/023-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000170,Трасса C Горнолыжного курорта ГТЦ ОАО «Газпром» ООО «Свод Интернешнл»,Трасса C,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",8 (862) 2-595-595,info@polyanaski.ru,402 м,Угол наклона горнолыжной трассы 5-9 %. Ширина трассы от 30 до 35 м. Размер выката 30 м.,зеленая,Ефипов Алексей Александрович,90-р/2,15.11.2021,Т/022/019-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000172,Трасса E Горнолыжного курорта ГТЦ ОАО «Газпром» ООО «Свод Интернешнл»,Трасса E,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",8 (862) 2-595-595,info@polyanaski.ru,702 м,"Угол наклона горнолыжной трассы 5-15 %, имеется отклонение до 18% на отдельном участке протяженностью менее 20% длины трассы, не изменяющее среднее значение уклона трассы. Ширина трассы от 20 до 22 м. Размер выката 22 м.",зеленая,Ефипов Алексей Александрович,89-р/2,15.11.2021,Т/022/018-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000168,Трасса B2 Горнолыжного курорта ГТЦ ОАО «Газпром» ООО «Свод Интернешнл»,Трасса B2,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",8 (862) 2-595-595,info@polyanaski.ru,835 м,"Угол наклона горнолыжной трассы от 20% до 25%, имеется отклонение до 34% на отдельном участке протяженностью менее 20% длины трассы, не изменяющее среднее значение уклона трассы. Ширина трассы от 20 м до 30 м. Размер выката 30 м.",синяя,Ефипов Алексей Александрович,92-р/2,15.11.2021,Т/022/021-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000167,Трасса B1 Горнолыжного курорта ГТЦ ОАО «Газпром» ООО «Свод Интернешнл»,Трасса B1,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",8622595595,info@polyanaski.ru,937 м,"Угол наклона горнолыжной трассы от 20% до 25%, имеется отклонение до 29% на отдельном участке протяженностью менее 20% длины трассы, не изменяющее среднее значение уклона трассы. Ширина трассы от 20 м до 30 м. Размер выката 60 м.",синяя,Ефипов Алексей Александрович,91-р/2,15.11.2021,Т/022/020-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000166,Трасса F5 Горнолыжного курорта ГТЦ ОАО «Газпром» ООО «Свод Интернешнл»,Трасса F5,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",88622595595,info@polyanaski.ru,1715 м,"Угол наклона горнолыжной трассы от 25 % до 40%, имеется отклонение до 67% на отдельном участке протяженностью менее 20% длины трассы, не изменяющее среднее значение уклона трассы. Ширина трассы\tот 30 до 42 м. Размер выката 60 м.",красная,Ефипов Алексей Александрович,99-р/2,15.11.2021,Т/022/028-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000165,Трасса F3 Горнолыжного курорта ГТЦ ОАО «Газпром» ООО «Свод Интернешнл»,Трасса F3,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",88622595595,info@polyanaski.ru,1263 м,Угол наклона горнолыжной трассы от 35%  до 107%.  Ширина трассы от 40-42 м. Размер выката 80 м.,черная,Ефипов Алексей Александрович,97-р/2,15.11.2021,Т/022/026-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000164,"Горнолыжная трасса №6 ВТРК ""Эльбрус"" АО «КАВКАЗ.РФ»",Горнолыжная трасса №6,АО «КАВКАЗ.РФ»,Кабардино-Балкарская Республика,2632100740,1102632003320,"361605, Кабардино-Балкарская Республика,  Эльбрусский район, с. Терскол, ул. Азау, д. 12",+7 (86638) 71505,info@ncrc.ru,1169 м,"Угол наклона горнолыжной трассы от 18 % до 40%, имеется отклонение до 119% на отдельном участке протяженностью менее 20% длины трассы, не изменяющее среднее значение уклона трассы Ширина трассы от 30 до 50 м. Имеется сужение до 20 м на отдельном прямолинейном участке с прямой видимостью более 120 м. Размер выката 50 м",красная,Ефипов Алексей Александрович,195-р/2,15.12.2021,Т/022/108-2021,15.12.2021,14.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000163,"Горнолыжная трасса №5 ВТРК ""Эльбрус"" АО «КАВКАЗ.РФ»",Горнолыжная трасса №5,АО «КАВКАЗ.РФ»,Кабардино-Балкарская Республика,2632100740,1102632003320,"361605, Кабардино-Балкарская Республика,  Эльбрусский район, с. Терскол, ул. Азау, д. 12",+7 (86638) 71505,info@ncrc.ru,2081 м,"Угол наклона горнолыжной трассы от 15% до 25%, имеется отклонение до 40% на отдельном участке протяженностью менее 20% длины трассы, не изменяющее среднее значение уклона трассы Ширина трассы от 20 м до 50 м. Имеется сужение до 15 м на отдельном прямолинейном участке с прямой видимостью более 120 м. Размер выката 50 м",синяя,Ефипов Алексей Александрович,194-р/2,15.12.2021,Т/022/107-2021,15.12.2021,14.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000162,"Горнолыжная трасса №4 ВТРК ""Эльбрус"" АО «КАВКАЗ.РФ»",Горнолыжная трасса №4,АО «КАВКАЗ.РФ»,Кабардино-Балкарская Республика,2632100740,1102632003320,"361605, Кабардино-Балкарская Республика,  Эльбрусский район, с. Терскол, ул. Азау, д. 12",+7 (86638) 71505,info@ncrc.ru,2065 м,"Угол наклона горнолыжной трассы от 10 % до 40%, имеется отклонение до 87% на отдельном участке протяженностью менее 20% длины трассы, не изменяющее среднее значение уклона трассы. Ширина трассы\tот 30 до 60 м. Имеется сужение до 20 м на отдельном прямолинейном участке с прямой видимостью более 120 м. Размер выката 50 м",красная,Ефипов Алексей Александрович,193-р/2,15.12.2021,Т/022/106-2021,15.12.2021,14.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000161,"Горнолыжная трасса №3 ВТРК ""Эльбрус"" АО «КАВКАЗ.РФ»",Горнолыжная трасса №3,АО «КАВКАЗ.РФ»,Кабардино-Балкарская Республика,2632100740,1102632003320,"361605, Кабардино-Балкарская Республика,  Эльбрусский район, с. Терскол, ул. Азау, д. 12",+7 (86638) 71505,info@ncrc.ru,107 м,"Угол наклона горнолыжной трассы 5% -15%, имеется отклонение до 19% на отдельном участке протяженностью менее 20% длины трассы, не изменяющее среднее значение уклона трассы  Ширина трассы от 15 до 40 м. Размер выката 30 м",зеленая,Ефипов Алексей Александрович,192-р/2,15.12.2021,Т/022/105-2021,15.12.2021,14.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000160,"Горнолыжная трасса №2 ВТРК ""Эльбрус"" АО «КАВКАЗ.РФ»",Горнолыжная трасса №2,АО «КАВКАЗ.РФ»,Кабардино-Балкарская Республика,2632100740,1102632003320,"361605, Кабардино-Балкарская Республика,  Эльбрусский район, с. Терскол, ул. Азау, д. 12",+7 (86638) 71505,info@ncrc.ru,2117 м,"Угол наклона горнолыжной трассы от 11 % до 40%. имеется отклонение до 60% на отдельном участке протяженностью менее 20% длины трассы, не изменяющее среднее значение уклона трассы Ширина трассы от 30 до 40 м. Имеется сужение до 20 м на отдельном прямолинейном участке с прямой видимостью более 120 м. Размер выката  50 м",красная,Ефипов Алексей Александрович,191-р/2,15.12.2021,Т/022/104-2021,15.12.2021,14.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000156,Трасса B3 Горнолыжного курорта ГТЦ ОАО «Газпром» ООО «Свод Интернешнл»,Трасса B3,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГТЦ ПАО «Газпром»",88622595595,info@polyanaski.ru,420 м,"Угол наклона горнолыжной трассы от 20% до 25%, имеется отклонение до 70% на отдельном участке протяженностью менее 20% длины трассы, не изменяющее среднее значение уклона трассы. Ширина трассы от 33 м до 38 м. Размер выката 35 м.",красная,Ефипов Алексей Александрович,93-р/2,15.11.2021,Т/022/022-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000154,Трасса Альпика 10 Горнолыжного курорта ГК «Альпика Сервис» ООО «Свод Интернешнл»,Трасса Альпика 10,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГК «Альпика Сервис»",88622595595,info@polyanaski.ru,719 м,Угол наклона горнолыжной трассы от 20 % до 40%. Ширина трассы от 30 до 40 м. Размер выката 60 м.,красная,Ефипов Алексей Александрович,87-р/2,15.11.2021,Т/022/016-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000153,Трасса Альпика 11 Горнолыжного курорта ГК «Альпика Сервис» ООО «Свод Интернешнл»,Трасса Альпика 11,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГК «Альпика Сервис»",88622595595,info@polyanaski.ru,1537 м,Угол наклона горнолыжной трассы от 20 % до 30%. Ширина трассы от 30 до 35 м. Размер выката 60 м.,красная,Ефипов Алексей Александрович,88-р/2,15.11.2021,Т/022/017-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000152,Трасса Альпика 12 Горнолыжного курорта ГК «Альпика Сервис» ООО «Свод Интернешнл»,Трасса Альпика 12,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГК «Альпика Сервис»",88622595595,info@polyanaski.ru,2901 м,Угол наклона горнолыжной трассы от 20 % до 30%. Ширина трассы от 30 до 42 м. Размер выката 60 м.,красная,Ефипов Алексей Александрович,86-р/2,15.11.2021,Т/022/015-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000150,"Горнолыжная трасса ""№13"" Фанпарка «Бобровый лог» ООО ""Ренонс""","Горнолыжная трасса ""№13""","ООО ""Ренонс""",Красноярский край,2460061430,1032401801662,"660006, Красноярский край, г. Красноярск, ул. Сибирская, д. 92, строение 23",83912568655,info@bobrovylog.ru,425 м,Перепад высот 90 м. Угол наклона трассы 21%. Ширина трассы от 22 до 30 м. Размер выката более 30 м.,синяя,Анисимов С.Ю.,49,16.12.2021,Т/АА-153-2021/49-2021,17.12.2021,17.12.2024,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000151,"Горнолыжная трасса ""№14"" Фанпарка «Бобровый лог» ООО ""Ренонс""","Горнолыжная трасса ""№14""","ООО ""Ренонс""",Красноярский край,2460061430,1032401801662,"660006, Красноярский край, г. Красноярск, ул. Сибирская, д. 92, строение 23",83912568655,info@bobrovylog.ru,875 м,Перепад высот 234 м. Угол наклона трассы более 27%. Ширина трассы от 20 до 40 м. Размер выката более 30 м.,красная,Анисимов С.Ю.,50,16.12.2021,Т/АА-153-2021/50-2021,17.12.2021,17.12.2024,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000149,"Горнолыжная трасса ""№12"" Фанпарка «Бобровый лог» ООО ""Ренонс""","Горнолыжная трасса ""№12""","ООО ""Ренонс""",Красноярский край,2460061430,1032401801662,"660006, Красноярский край, г. Красноярск, ул. Сибирская, д. 92, строение 23",83912568655,info@bobrovylog.ru,375 м,Перепад высот 148 м. Угол наклона трассы более 39%. Ширина трассы от 30 до 40 м. Размер выката более 30 м.,красная,Анисимов С.Ю.,48,16.12.2021,Т/АА-153-2021/48-2021,17.12.2021,17.12.2024,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000148,Трасса Альпика 5 Горнолыжного курорта ГК «Альпика Сервис» ООО «Свод Интернешнл»,Трасса Альпика 5,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГК «Альпика Сервис»",88622595595,info@polyanaski.ru,1112 м,Угол наклона горнолыжной трассы от 20 % до 40%. Ширина трассы от 30 до 40 м. Размер выката 60 м.,красная,Ефипов Алексей Александрович,85-р/2,15.11.2021,Т/022/014-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000147,Трасса Альпика 4 Горнолыжного курорта ГК «Альпика Сервис» ООО «Свод Интернешнл»,Трасса Альпика 4,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГК «Альпика Сервис»",88622595595,info@polyanaski.ru,1147 м,Угол наклона горнолыжной трассы от 35%. до 65%.  Ширина трассы от 40-50 м. Размер выката 80 м.,черная,Ефипов Алексей Александрович,84-р/2,15.11.2021,Т/022/013-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000146,Трасса Альпика 2 Горнолыжного курорта ГК «Альпика Сервис» ООО «Свод Интернешнл»,Трасса Альпика 2,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГК «Альпика Сервис»",88622595595,info@polyanaski.ru,1260 м,Угол наклона горнолыжной трассы от 20% до 25%. Ширина трассы от 36 м до 46 м. Размер выката\t30 м.,синяя,Ефипов Алексей Александрович,82-р/2,15.11.2021,Т/022/011-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000145,Трасса Альпика 1 Горнолыжного курорта ГК «Альпика Сервис» ООО «Свод Интернешнл»,Трасса Альпика 1,Общество с ограниченной ответственностью «Свод Интернешнл»,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи, п. Эстосадок, ГК «Альпика Сервис»",88622595595,info@polyanaski.ru,2110 м,Угол наклона горнолыжной трассы от 20% до 25%. Ширина трассы от 36 м до 58 м. Размер выката 80 м.,синяя,Ефипов Алексей Александрович,83-р/2,15.11.2021,Т/022/012-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000144,"Горнолыжная трасса ""№11"" Фанпарка «Бобровый лог» ООО ""Ренонс""","Горнолыжная трасса ""№11""","ООО ""Ренонс""",Красноярский край,2460061430,1032401801662,"660006, Красноярский край, г. Красноярск, ул. Сибирская, д. 92, строение 23",83912568655,info@bobrovylog.ru,500 м,Перепад высот 114 м. Угол наклона трассы 23%. Ширина трассы от 20-40 м. Размер выката более 30 м.,синяя,Анисимов С.Ю.,47,16.12.2021,Т/АА-153-2021/47-2021,17.12.2021,17.12.2024,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000143,"Горнолыжная трасса ""№10"" Фанпарка «Бобровый лог» ООО ""Ренонс""","Горнолыжная трасса ""№10""","ООО ""Ренонс""",Красноярский край,2460061430,1032401801662,"660006, Красноярский край, г. Красноярск, ул. Сибирская, д. 92, строение 23",83912568655,info@bobrovylog.ru,375 м,Перепад высот 128 м. Угол наклона трассы более 40%. Ширина трассы от 40 до 54 м. Размер выката более 80 м.,черная,Анисимов С.Ю.,46,16.12.2021,Т/АА-153-2021/46-2021,17.12.2021,17.12.2024,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000142,"Горнолыжная трасса ""№9-А"" Фанпарка «Бобровый лог» ООО ""Ренонс""","Горнолыжная трасса ""№9-А""","ООО ""Ренонс""",Красноярский край,2460061430,1032401801662,"660006, Красноярский край, г. Красноярск, ул. Сибирская, д. 92, строение 23",83912568655,info@bobrovylog.ru,2004 м,Перепад высот 342 м. Угол наклона трассы от 17 до 25%. Ширина трассы от 20 до 30 м. Размер выката более 30 м.,синяя,Анисимов С.Ю.,45,16.12.2021,Т/АА-153-2021/45-2021,17.12.2021,17.12.2024,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
